1,233136.7593534179,216736.86530204184,0,Guamá
2,233062.53128035367,216704.00326958226,0,Guamá
3,233060.83899879828,216704.5724204363,0,Cenizo
4,233059.7075484991,216701.1672426778,0,Quenepo
5,233065.0677470006,216700.87877706776,0,Casia Amarilla
6,233063.0904009454,216698.04202078408,0,Casia Amarilla
7,233056.3176020868,216696.0609337346,0,Casia Amarilla
8,233052.08469335362,216694.92919587612,0,Tulipán Africano
9,233047.8512947373,216693.22976541586,0,Tulipán Africano
10,233049.82179517671,216688.11883576575,0,Tulipán Africano
11,233041.07604639232,216688.41021360955,0,Árbol Del Viajero
12,233037.4020163864,216681.03337076667,0,Bambua
13,233032.04009976983,216679.3349073016,0,Bambua
14,233029.78282315657,216679.05300362487,0,Moca
15,233026.96128810197,216678.77158552592,0,Guanábana
16,233023.57573866844,216678.77449938838,0,Moca
17,233022.16484859586,216678.49186706904,0,Moca
18,233019.62470880523,216677.3586665636,0,Bambua
19,233017.08603439853,216677.9285447831,0,Mango
20,233014.6878745556,216677.85964702943,0,Bambua
21,233032.88160149008,216673.65725337193,0,Moca
22,233029.49385511503,216671.10554944628,0,Pino Hondureño
23,233026.1090388,216671.9600010826,0,Pino Hondureño
24,233020.46792101115,216673.66793426606,0,Pino Hondureño
25,233002.69597235695,216676.23784779056,0,Flamboyan
26,232982.94690131024,216676.2548427462,0,Bambua
27,232969.68508985266,216674.27932327054,0,Bambua
28,232961.7644617632,216649.8752514848,0,Cenizo
29,232968.8130784221,216644.4760944579,0,Moca
30,232975.312796887,216656.9597941167,0,Bucayo
31,232984.0563803278,216654.11380661384,0,Pino Hondureño
32,232983.48017289117,216640.20578875596,0,Pino Hondureño
33,232993.33400819078,216616.07032729572,0,Bucayo
34,233000.38213630393,216610.10349786264,0,Tulipán Africano
35,233005.4529261291,216601.29989817855,0,Bucayo
36,233077.9454667829,216584.2070462334,0,Bambua
37,233079.64990147948,216597.83018574366,0,Pino Hondureño
38,232991.40297694877,216667.16445904644,0,Pino Hondureño
39,233015.94896980003,216667.9948878206,0,Pino Hondureño
40,233032.87745016813,216668.83186674555,0,Pino Hondureño
41,233050.9361403659,216671.6547954927,0,Pino Hondureño
42,233056.0183648765,216676.19196149585,0,Pino Hondureño
43,233004.64671673626,216648.13532643695,0,Pino Hondureño
44,233030.3195013553,216646.9778850128,0,Pino Hondureño
45,233025.7990977876,216639.60175698795,0,Pino Hondureño
46,233039.61781482026,216633.06142467746,0,Pino Hondureño
47,233027.47238761187,216616.8925953864,0,Pino Hondureño
48,233041.5851665698,216624.26049910308,0,Pino Hondureño
49,233034.52439663187,216615.46731612284,0,Pino Hondureño
50,233011.68605812266,216631.95001184437,0,Pino Hondureño
51,233050.07657359168,216656.3278385623,0,Pino Hondureño
52,233055.99712981284,216651.4973652964,0,Pino Hondureño
53,233057.6969766654,216659.72744209826,0,Pino Hondureño
54,233063.61070076004,216646.94928667802,0,Pino Hondureño
55,233063.88454138488,216637.29828651206,0,Pino Hondureño
56,233067.27398347482,216641.8369121887,0,Pino Hondureño
57,233070.10575389862,216654.03985560458,0,Pino Hondureño
58,233066.72777597234,216662.8419842132,0,Pino Hondureño
59,233068.97943557426,216656.59543714154,0,Pino Hondureño
60,233074.33621701598,216652.33314468872,0,Pino Hondureño
61,233080.53987063095,216648.6378186148,0,Pino Hondureño
62,233080.5376760736,216646.083208449,0,Pino Hondureño
63,233081.6752135642,216656.5845246901,0,Pino Hondureño
64,233081.93856813014,216634.72817458113,0,Pino Hondureño
65,233085.89323792234,216640.4016939652,0,Pino Hondureño
66,233089.00664515048,216652.0366925224,0,Pino Hondureño
67,233109.6029688269,216653.15437554196,0,Pino Hondureño
68,233111.28939555958,216645.77294763704,0,Pino Hondureño
69,233106.4878580086,216639.53247317663,0,Pino Hondureño
70,233101.9679620564,216632.7240629448,0,Pino Hondureño
71,233114.37331000715,216623.06267561877,0,Pino Hondureño
72,233117.1975102909,216626.46639595626,0,Pino Hondureño
73,233121.4342983067,216632.13966455086,0,Pino Hondureño
74,233120.02658326924,216635.5470152139,0,Pino Hondureño
75,233118.62033110857,216640.65743646864,0,Pino Hondureño
76,233125.10731911287,216638.3811049599,0,Pino Hondureño
77,233116.37037901953,216648.89088103204,0,Pino Hondureño
78,233123.13681264594,216643.49200969923,0,Pino Hondureño
79,233126.24850826338,216653.14007106246,0,Pino Hondureño
80,233130.75694126263,216646.6077606005,0,Pino Hondureño
81,233134.4185053371,216639.50849038528,0,Pino Hondureño
82,233133.00323751196,216634.1166503313,0,Pino Hondureño
83,233138.92377421632,216629.28620450632,0,Astromelia
84,233136.09835898876,216624.4632645981,0,Pino Hondureño
85,233138.358057864,216627.58362034633,0,Pino Hondureño
86,233139.76212094352,216619.9186028887,0,Pino Hondureño
87,233136.10030715913,216626.73402267953,0,Pino Hondureño
88,233073.78855584934,216671.63513532656,0,Pino Hondureño
89,233083.37969892845,216670.2076552556,0,Pino Hondureño
90,233083.95006114617,216677.3033079629,0,Pino Hondureño
91,233086.21588393673,216687.5198032324,0,Pino Hondureño
92,233091.85527077317,216683.8249539427,0,Pino Hondureño
93,233094.9520837292,216676.15845729594,0,Pino Hondureño
94,233096.92185188085,216670.19600579503,0,Pino Hondureño
95,233106.22621763498,216663.37571205082,0,Pino Hondureño
96,233106.23403014243,216672.4587583767,0,Pino Hondureño
97,233102.00723962858,216678.42314977804,0,Pino Hondureño
98,233110.75418338925,216679.55100298565,0,Pino Hondureño
99,233103.4237439297,216685.23422142616,0,Pino Hondureño
