222326.2488992177,222282.2801072672
222329.63923248276,222284.83224188723
222331.33031894267,222282.55827109478
222339.52533591166,222290.21694172893
222340.09447282553,222294.1923332023
222345.1742564179,222293.0504796116
222335.8377082385,222274.60099788476 
222340.6417370662,222279.1395311541
222346.29261393473,222283.67708891284
222353.91065556929,222280.54429997533
222358.98652067035,222275.9944193753
222355.29466972128,222256.68645380303
222356.42934264615,222261.51320281005
222357.2794512622,222264.35225693285
222352.7603210993,222262.08542149226
222366.29684224352,222250.70976405576
222310.1222335063,222250.49022489178
222330.68851772696,222215.2502017234
222333.514926482,222218.37100036908
222300.5947681591,222311.56198526462
222268.33351785317,222241.16603744443
222268.89710820466,222240.3133780336
222267.20307942107,222240.03131680534
222271.4236585647,222228.09829628677
222273.39899383113,222227.52802326984
222276.76817302033,222211.6199260911
222279.64213980362,222256.20528567352
222256.47270712256,222236.91957532708
222262.95384076983,222226.97198852233
222268.2954307422,222207.93757594042
222264.6361518912,222217.02990701576
222266.30871158466,222198.56770802801
222263.21789949015,222211.06743986494
222255.57476957515,222192.33189802448
222260.9667864479,222217.31811591587
222261.23182870448,222202.26557791192
222252.2000415437,222203.41193814983
222250.52650879323,222221.0221383788
222255.31524987146,222212.21251056736
222245.9988989532,222211.37116928285
222253.31714743748,222192.90249107382
222249.0728111528,222184.103206538
222245.41189222783,222191.77552071356
222234.41028406098,222198.32022306314
222245.39694429561,222178.7113238303
222245.4044171609,222185.2434222725
222248.49752222002,222174.73171273543
222231.543583747,222159.98284966557
222238.9011590816,222175.87870659184
222238.34633696824,222184.39948379807
222237.19738611206,222167.07650729013
222229.5757090412,222167.0852207984
222233.82036662474,222176.16852235323
222235.809678033,222187.81044361813
222238.06047858298,222181.2757585099
222223.10070626065,222182.42889218967
222232.70390050113,222187.24598795286
222226.5017698221,222194.35320823366
222230.12275066227,222151.74833215083
222244.58487555757,222209.10075178347
222242.6134409085,222213.07907561716
222231.59069231525,222201.1634996603
222225.0601323545,222167.94239809405
222230.42743299901,222171.34432012247
222238.0894108899,222206.5521489876
222235.28348752484,222221.32361223726
222227.0777193345,222204.29272119346
222228.78020865843,222211.9589037459
222239.8120816797,222231.826597438
222226.50697177276,222198.89728114358
222218.83753767982,222157.1573208414
222223.89400553703,222135.56716522225
222146.78103078157,222254.71435252746
